expansion_,craft_,rarity_,pp_,CardName,id_,Code
運命の神々,ニュートラル,シルバーレア,6,ジャイアントマッチ,117023010,6-Q4Y
運命の神々,ニュートラル,ゴールドレア,5,星灯りの女神,117031010,6-S1Y
運命の神々,ニュートラル,ゴールドレア,5,招来の大天使,117031020,6-S1i
運命の神々,ニュートラル,ゴールドレア,4,堕落の決意,117034010,6-SmQ
運命の神々,ニュートラル,レジェンド,6,《世界》・ゼルガネイア,117041010,6-UTo
運命の神々,ニュートラル,レジェンド,4,天覇風神・フェイラン,117041020,6-UTy
運命の神々,エルフ,ブロンズレア,4,深謀の獣人,117111010,6-lZY
運命の神々,エルフ,ブロンズレア,2,ブロッサムアーチャー,117111020,6-lZi
運命の神々,エルフ,ブロンズレア,7,森林の狼,117111030,6-lZs
運命の神々,エルフ,ブロンズレア,4,フェアリーアサルト,117114010,6-mIQ
運命の神々,エルフ,シルバーレア,5,喝采の獣使い,117121010,6-n_o
運命の神々,エルフ,シルバーレア,1,クラッシュインセクト,117121020,6-n_y
運命の神々,エルフ,シルバーレア,2,癒しの波動,117124010,6-okg
運命の神々,エルフ,ゴールドレア,4,マドロスエルフ,117131010,6-qS2
運命の神々,エルフ,ゴールドレア,7,フォレストダーク・レオネル,117131020,6-qSC
運命の神々,エルフ,ゴールドレア,3,生命の宴,117134010,6-rAw
運命の神々,エルフ,レジェンド,3,《吊るされた男》・ローフラッド,117141010,6-suI
運命の神々,エルフ,レジェンド,6,地を裂く異形,117141020,6-suS
運命の神々,エルフ,レジェンド,3,永久なる輝き・エリン,117141030,6-suc
運命の神々,ロイヤル,ブロンズレア,9,無私の貴族,117211010,6_7-2
運命の神々,ロイヤル,ブロンズレア,5,ストライクナイト,117211020,6_7-C
運命の神々,ロイヤル,ブロンズレア,2,オネストシーフ,117211030,6_7-M
運命の神々,ロイヤル,ブロンズレア,1,わがままな呼び出し,117214010,6_8iw
運命の神々,ロイヤル,シルバーレア,3,安らぎの女王,117221010,6_AQI
運命の神々,ロイヤル,シルバーレア,1,武器商人・エルネスタ,117221020,6_AQS
運命の神々,ロイヤル,シルバーレア,2,シールドフォーメーション,117224010,6_B9A
運命の神々,ロイヤル,ゴールドレア,4,静寂の元帥,117231010,6_CsY
運命の神々,ロイヤル,ゴールドレア,2,動乱商人・イルミスナ,117231020,6_Csi
運命の神々,ロイヤル,ゴールドレア,1,鎧袖一触,117234010,6_DbQ
運命の神々,ロイヤル,レジェンド,3,《戦車》・オルオーン,117241010,6_FIo
運命の神々,ロイヤル,レジェンド,6,ダイヤモンドパラディン,117241020,6_FIy
運命の神々,ロイヤル,レジェンド,4,戦争商人・アルヤスカ,117241030,6_FJ6
運命の神々,ウィッチ,ブロンズレア,2,形成の魔術師,117311010,6_WOY
運命の神々,ウィッチ,ブロンズレア,3,魔導書の書き手,117311020,6_WOi
運命の神々,ウィッチ,ブロンズレア,4,ポーションウィザード,117311030,6_WOs
運命の神々,ウィッチ,ブロンズレア,1,エクステンドマジック,117314010,6_X7Q
運命の神々,ウィッチ,シルバーレア,1,猫の奇術師,117321010,6_Yqo
運命の神々,ウィッチ,シルバーレア,5,スウィートマジシャン,117321020,6_Yqy
運命の神々,ウィッチ,シルバーレア,2,フューチャービジョン,117324010,6_ZZg
運命の神々,ウィッチ,ゴールドレア,4,魔導の君臨者,117331010,6_bH2
運命の神々,ウィッチ,ゴールドレア,8,ドワーフの工房長,117331020,6_bHC
運命の神々,ウィッチ,ゴールドレア,2,でたらめな接合,117334010,6_b_w
運命の神々,ウィッチ,レジェンド,2,《愚者》・リンクル,117341010,6_djI
運命の神々,ウィッチ,レジェンド,6,アダマンタイトゴーレム,117341020,6_djS
運命の神々,ウィッチ,レジェンド,2,決意の予言者・ルーニィ,117341030,6_djc
運命の神々,ドラゴン,ブロンズレア,2,水呼びの竜使い,117411010,6_up2
運命の神々,ドラゴン,ブロンズレア,1,竜装の槍術士,117411020,6_upC
運命の神々,ドラゴン,ブロンズレア,2,トロピカルフィッシュ,117411030,6_upM
運命の神々,ドラゴン,ブロンズレア,3,竜の誕生,117414010,6_vXw
運命の神々,ドラゴン,シルバーレア,3,日輪のドラゴン,117421010,6_xFI
運命の神々,ドラゴン,シルバーレア,2,オーシャンアングラー,117421020,6_xFS
運命の神々,ドラゴン,シルバーレア,4,ドラゴンズタックル,117424010,6_x-A
運命の神々,ドラゴン,ゴールドレア,3,虐殺のドラゴニュート,117431010,6_zhY
運命の神々,ドラゴン,ゴールドレア,6,エターナルホエール,117431020,6_zhi
運命の神々,ドラゴン,ゴールドレア,2,ドラゴニックコール,117434010,6_-QQ
運命の神々,ドラゴン,レジェンド,10,《正義》・イランツァ,117441010,7007o
運命の神々,ドラゴン,レジェンド,3,大逆のドラゴサモナー,117441020,7007y
運命の神々,ドラゴン,レジェンド,3,絶対零度・フィルレイン,117441030,70086
運命の神々,ネクロマンサー,ブロンズレア,4,死の魔鳥,117511010,70HDY
運命の神々,ネクロマンサー,ブロンズレア,3,スピリットキュレーター,117511020,70HDi
運命の神々,ネクロマンサー,ブロンズレア,5,ソウルボックス,117511030,70HDs
運命の神々,ネクロマンサー,ブロンズレア,2,ハングリースラッシュ,117514010,70HyQ
運命の神々,ネクロマンサー,シルバーレア,6,幽暗の墓守,117521010,70Jfo
運命の神々,ネクロマンサー,シルバーレア,2,ゴーストメイド,117521020,70Jfy
運命の神々,ネクロマンサー,シルバーレア,2,幽魂の棺,117523010,70K92
運命の神々,ネクロマンサー,ゴールドレア,9,デスブリンガー,117531010,70M62
運命の神々,ネクロマンサー,ゴールドレア,2,カーニバルネクロマンサー,117531020,70M6C
運命の神々,ネクロマンサー,ゴールドレア,2,輪廻の強制,117534010,70Mqw
運命の神々,ネクロマンサー,レジェンド,5,《恋人》・ミルティオ,117541010,70OYI
運命の神々,ネクロマンサー,レジェンド,8,征伐の死帝,117541020,70OYS
運命の神々,ネクロマンサー,レジェンド,6,冥府の女主人・ネフティス,117541030,70OYc
運命の神々,ヴァンパイア,ブロンズレア,2,月下の人狼,117611010,70fe2
運命の神々,ヴァンパイア,ブロンズレア,1,銀矢の狩人,117611020,70feC
運命の神々,ヴァンパイア,ブロンズレア,4,蛮声のオーガ,117611030,70feM
運命の神々,ヴァンパイア,ブロンズレア,2,ダークネスフュージョン,117614010,70gMw
運命の神々,ヴァンパイア,シルバーレア,3,暴威の悪魔,117621010,70i4I
運命の神々,ヴァンパイア,シルバーレア,2,ラッシュインプ,117621020,70i4S
運命の神々,ヴァンパイア,シルバーレア,5,燃え盛る抵抗,117624010,70ipA
運命の神々,ヴァンパイア,ゴールドレア,7,ディザスターヴァンパイア,117631010,70kWY
運命の神々,ヴァンパイア,ゴールドレア,2,サードニックデーモン,117631020,70kWi
運命の神々,ヴァンパイア,ゴールドレア,1,バットノイズ,117634010,70lFQ
運命の神々,ヴァンパイア,レジェンド,9,《節制》・ルーゼン,117641010,70myo
運命の神々,ヴァンパイア,レジェンド,4,深淵の約定・ダルホード,117641020,70myy
運命の神々,ヴァンパイア,レジェンド,3,バアル,117641030,70mz6
運命の神々,ビショップ,ブロンズレア,4,先見の神官,117711010,7122Y
運命の神々,ビショップ,ブロンズレア,2,剛健の翼人,117711020,7122i
運命の神々,ビショップ,ブロンズレア,2,エレガントバード,117711030,7122s
運命の神々,ビショップ,ブロンズレア,4,詠唱：純白の祭壇,117713010,712Xo
運命の神々,ビショップ,シルバーレア,3,ピラータートル,117721010,714Uo
運命の神々,ビショップ,シルバーレア,6,光明のプリースト,117721020,714Uy
運命の神々,ビショップ,シルバーレア,1,宝石の輝き,117724010,715Dg
運命の神々,ビショップ,ゴールドレア,5,神域の法王,117731010,716x2
運命の神々,ビショップ,ゴールドレア,3,伝道の司祭・ロレーナ,117731020,716xC
運命の神々,ビショップ,ゴールドレア,1,邪教の神殿,117733010,717QI
運命の神々,ビショップ,レジェンド,5,《力》・ソフィーナ,117741010,719NI
運命の神々,ビショップ,レジェンド,3,闇穿つ煌き・サリッサ,117741020,719NS
運命の神々,ビショップ,レジェンド,5,光輝の顕現・ラー,117741030,719Nc
運命の神々,ネメシス,ブロンズレア,2,ドールズオーナー,117811010,71QT2
運命の神々,ネメシス,ブロンズレア,1,機構の技師,117811020,71QTC
運命の神々,ネメシス,ブロンズレア,3,鋼の猛虎,117811030,71QTM
運命の神々,ネメシス,ブロンズレア,5,人形の閃撃,117814010,71RBw
運命の神々,ネメシス,シルバーレア,2,キャットチューナー,117821010,71SvI
運命の神々,ネメシス,シルバーレア,4,パワフルマリオネッター,117821020,71SvS
運命の神々,ネメシス,シルバーレア,1,アーティファクトスキャン,117824010,71TeA
運命の神々,ネメシス,ゴールドレア,5,マインドディバイダー,117831010,71VLY
運命の神々,ネメシス,ゴールドレア,2,界門のホムンクルス・ラズリ,117831020,71VLi
運命の神々,ネメシス,ゴールドレア,3,パペットインヴァース,117834010,71W4Q
運命の神々,ネメシス,レジェンド,3,《運命の輪》・スロース,117841010,71Xno
運命の神々,ネメシス,レジェンド,4,ディメンションドミネーター,117841020,71Xny
運命の神々,ネメシス,レジェンド,5,遺物の番人・ルチル,117841030,71Xo6
レヴィールの旋風,ニュートラル,ブロンズレア,1,レヴィールの無法者,118011010,72BI2
レヴィールの旋風,ニュートラル,ブロンズレア,2,自由なる冒険者,118011020,72BIC
レヴィールの旋風,ニュートラル,ブロンズレア,3,スパイスシャワー,118014010,72C0w
レヴィールの旋風,ニュートラル,シルバーレア,3,ワイルドリザード,118021010,72DkI
レヴィールの旋風,ニュートラル,シルバーレア,5,雷鳴のギタリスト,118021020,72DkS
レヴィールの旋風,ニュートラル,ゴールドレア,2,放浪する料理人,118031010,72GAY
レヴィールの旋風,ニュートラル,ゴールドレア,3,ゴブリンクイーン,118031020,72GAi
レヴィールの旋風,ニュートラル,ゴールドレア,4,氷獄の顕現,118034010,72GvQ
レヴィールの旋風,ニュートラル,レジェンド,10,虚無の堕天使・ルシフェル,118041010,72Ico
レヴィールの旋風,ニュートラル,レジェンド,2,ラミエル,118041020,72Icy
レヴィールの旋風,エルフ,ブロンズレア,3,物見のエルフ,118111010,72ZiY
レヴィールの旋風,エルフ,ブロンズレア,2,フォレストパトロール,118111020,72Zii
レヴィールの旋風,エルフ,ブロンズレア,1,サボテンカウボーイ,118111030,72Zis
レヴィールの旋風,エルフ,ブロンズレア,3,蜂の襲来,118114010,72aRQ
レヴィールの旋風,エルフ,シルバーレア,5,笑顔の破壊者・カーマイン,118121010,72c8o
レヴィールの旋風,エルフ,シルバーレア,4,ヴァーミンハンター,118121020,72c8y
レヴィールの旋風,エルフ,シルバーレア,2,茨の侵食,118124010,72ctg
レヴィールの旋風,エルフ,ゴールドレア,6,ギガントパスチャー,118131010,72eb2
レヴィールの旋風,エルフ,ゴールドレア,2,小槌の勇士・スクナ,118131020,72ebC
レヴィールの旋風,エルフ,ゴールドレア,2,妖精の開花,118134010,72fJw
レヴィールの旋風,エルフ,レジェンド,1,優美な猫姉妹・シャム＆シャマ,118141010,72h1I
レヴィールの旋風,エルフ,レジェンド,5,開拓のロデオガイ・ロキサス,118141020,72h1S
レヴィールの旋風,エルフ,レジェンド,5,天香の剣士・ルヴァン,118141030,72h1c
レヴィールの旋風,ロイヤル,ブロンズレア,3,前線の教官,118211010,72y72
レヴィールの旋風,ロイヤル,ブロンズレア,2,ナハトの私兵,118211020,72y7C
レヴィールの旋風,ロイヤル,ブロンズレア,1,シノビタヌキ,118211030,72y7M
レヴィールの旋風,ロイヤル,ブロンズレア,3,盗賊の奇襲,118214010,72yrw
レヴィールの旋風,ロイヤル,シルバーレア,3,アウトローガンナー,118221010,72-ZI
レヴィールの旋風,ロイヤル,シルバーレア,5,フリングソルジャー,118221020,72-ZS
レヴィールの旋風,ロイヤル,シルバーレア,1,劇的な撤退,118224010,72_IA
レヴィールの旋風,ロイヤル,ゴールドレア,5,リジェネレーター・ラインハルト,118231010,730_Y
レヴィールの旋風,ロイヤル,ゴールドレア,1,ラディカルガンスリンガー,118231020,730_i
レヴィールの旋風,ロイヤル,ゴールドレア,3,麗しき美技,118234010,731kQ
レヴィールの旋風,ロイヤル,レジェンド,5,ファントムデュオ・バニー＆バロン,118241010,733Ro
レヴィールの旋風,ロイヤル,レジェンド,4,カースドクイーン・ナハト・ナハト,118241020,733Ry
レヴィールの旋風,ロイヤル,レジェンド,4,スカイキャプテン・ヴァルフリート,118241030,733S6
レヴィールの旋風,ウィッチ,ブロンズレア,2,レヴィールの保安官補,118311010,73KXY
レヴィールの旋風,ウィッチ,ブロンズレア,4,ミラーウィッチ,118311020,73KXi
レヴィールの旋風,ウィッチ,ブロンズレア,3,水晶の魔剣士,118311030,73KXs
レヴィールの旋風,ウィッチ,ブロンズレア,4,大地の活用,118314010,73LGQ
レヴィールの旋風,ウィッチ,シルバーレア,5,アーティストメイジ,118321010,73Mzo
レヴィールの旋風,ウィッチ,シルバーレア,7,マーシャルゴーレム,118321020,73Mzy
レヴィールの旋風,ウィッチ,シルバーレア,2,ブレイズブラスト,118324010,73Nig
レヴィールの旋風,ウィッチ,ゴールドレア,3,マジカルシューター,118331010,73PQ2
レヴィールの旋風,ウィッチ,ゴールドレア,4,欲望の観察者・ファウスト,118331020,73PQC
レヴィールの旋風,ウィッチ,ゴールドレア,1,未知の究明,118334010,73Q8w
レヴィールの旋風,ウィッチ,レジェンド,1,アクセルヒーロー・マイザー,118341010,73RsI
レヴィールの旋風,ウィッチ,レジェンド,4,ピースキーパー・ヴィンセント,118341020,73RsS
レヴィールの旋風,ウィッチ,レジェンド,2,無尽の魔像,118341030,73Rsc
レヴィールの旋風,ドラゴン,ブロンズレア,3,コンダクターマーメイド,118411010,73iy2
レヴィールの旋風,ドラゴン,ブロンズレア,1,竜炎の設計士,118411020,73iyC
レヴィールの旋風,ドラゴン,ブロンズレア,8,パンプキンドラゴン,118411030,73iyM
レヴィールの旋風,ドラゴン,ブロンズレア,2,サンダーロア,118414010,73jgw
レヴィールの旋風,ドラゴン,シルバーレア,7,蒼炎のドラゴニュート,118421010,73lOI
レヴィールの旋風,ドラゴン,シルバーレア,2,竜人の工匠,118421020,73lOS
レヴィールの旋風,ドラゴン,シルバーレア,2,竜の助言,118424010,73m7A
レヴィールの旋風,ドラゴン,ゴールドレア,2,万華の鳳凰,118431010,73nqY
レヴィールの旋風,ドラゴン,ゴールドレア,3,燎火のレンチスミス,118431020,73nqi
レヴィールの旋風,ドラゴン,ゴールドレア,3,深海の接近,118434010,73oZQ
レヴィールの旋風,ドラゴン,レジェンド,10,竜喰らう禁忌,118441010,73qGo
レヴィールの旋風,ドラゴン,レジェンド,3,烈覇のアルチザン・レジー,118441020,73qGy
レヴィールの旋風,ドラゴン,レジェンド,4,ゲオルギウス,118441030,73qH6
レヴィールの旋風,ネクロマンサー,ブロンズレア,3,恨みの語り部,118511010,745MY
レヴィールの旋風,ネクロマンサー,ブロンズレア,1,ボーンフリーク,118511020,745Mi
レヴィールの旋風,ネクロマンサー,ブロンズレア,2,スカルドリーマー,118511030,745Ms
レヴィールの旋風,ネクロマンサー,ブロンズレア,1,呪いの銅貨,118513010,745ro
レヴィールの旋風,ネクロマンサー,シルバーレア,6,金鉱のネクロマンサー,118521010,747oo
レヴィールの旋風,ネクロマンサー,シルバーレア,4,暗がりの悪霊,118521020,747oy
レヴィールの旋風,ネクロマンサー,シルバーレア,4,ネクロインパルス,118524010,748Xg
レヴィールの旋風,ネクロマンサー,ゴールドレア,4,大ツルハシの骸,118531010,74AF2
レヴィールの旋風,ネクロマンサー,ゴールドレア,9,死の哲学者,118531020,74AFC
レヴィールの旋風,ネクロマンサー,ゴールドレア,2,ノーライフパーティ,118533010,74AkI
レヴィールの旋風,ネクロマンサー,レジェンド,2,ゴールドラッシュゴースト,118541010,74ChI
レヴィールの旋風,ネクロマンサー,レジェンド,7,トリニティモンスターズ,118541020,74ChS
レヴィールの旋風,ネクロマンサー,レジェンド,6,イシス,118541030,74Chc
レヴィールの旋風,ヴァンパイア,ブロンズレア,2,闘志の人狼,118611010,74Tn2
レヴィールの旋風,ヴァンパイア,ブロンズレア,9,激昂のバーサーカー,118611020,74TnC
レヴィールの旋風,ヴァンパイア,ブロンズレア,6,ルーレットヴァンパイア,118611030,74TnM
レヴィールの旋風,ヴァンパイア,ブロンズレア,3,糸蜘蛛の放射,118614010,74UVw
レヴィールの旋風,ヴァンパイア,シルバーレア,2,クラップスデビル,118621010,74WDI
レヴィールの旋風,ヴァンパイア,シルバーレア,3,レッドキャップ,118621020,74WDS
レヴィールの旋風,ヴァンパイア,シルバーレア,1,ブラッドフォール,118624010,74WyA
レヴィールの旋風,ヴァンパイア,ゴールドレア,2,ショーダウンデーモン,118631010,74YfY
レヴィールの旋風,ヴァンパイア,ゴールドレア,4,魔剣の騎士・ハザン,118631020,74Yfi
レヴィールの旋風,ヴァンパイア,ゴールドレア,4,契約の碑文,118633010,74Z8o
レヴィールの旋風,ヴァンパイア,レジェンド,7,享楽の支配人・ボルテオ,118641010,74b5o
レヴィールの旋風,ヴァンパイア,レジェンド,3,傷無き双翼・ピユラ,118641020,74b5y
レヴィールの旋風,ヴァンパイア,レジェンド,11,鏖殺の大悪魔,118641030,74b66
レヴィールの旋風,ビショップ,ブロンズレア,1,聖石の使徒,118711010,74sBY
レヴィールの旋風,ビショップ,ブロンズレア,3,ホーリーエンチャンター,118711020,74sBi
レヴィールの旋風,ビショップ,ブロンズレア,9,リボルバーイーグル,118711030,74sBs
レヴィールの旋風,ビショップ,ブロンズレア,5,カインドブライト,118714010,74swQ
レヴィールの旋風,ビショップ,シルバーレア,5,ダーティプリースト,118721010,74udo
レヴィールの旋風,ビショップ,シルバーレア,7,セト,118721020,74udy
レヴィールの旋風,ビショップ,シルバーレア,2,清き転変,118724010,74vMg
レヴィールの旋風,ビショップ,ゴールドレア,3,パニッシュメントスナイパー,118731010,74x42
レヴィールの旋風,ビショップ,ゴールドレア,2,赦しの聖騎士,118731020,74x4C
レヴィールの旋風,ビショップ,ゴールドレア,4,清浄の領域,118732010,74xJg
レヴィールの旋風,ビショップ,レジェンド,4,メルティングシュガー・セリーナ,118741010,74zWI
レヴィールの旋風,ビショップ,レジェンド,7,双砲の神罰・アンヴェルト,118741020,74zWS
レヴィールの旋風,ビショップ,レジェンド,5,殲滅のアルミラージ,118741030,74zWc
レヴィールの旋風,ネメシス,ブロンズレア,3,ビームヨーヨーガール,118811010,75Ec2
レヴィールの旋風,ネメシス,ブロンズレア,1,ストリングマイスター,118811020,75EcC
レヴィールの旋風,ネメシス,ブロンズレア,4,異形,118811030,75EcM
レヴィールの旋風,ネメシス,ブロンズレア,1,機器による設計,118814010,75FKw
レヴィールの旋風,ネメシス,シルバーレア,0,カプセルホムンクルス,118821010,75H2I
レヴィールの旋風,ネメシス,シルバーレア,2,保線機能のコヨーテ,118821020,75H2S
レヴィールの旋風,ネメシス,シルバーレア,2,廃品の選別,118824010,75HnA
レヴィールの旋風,ネメシス,ゴールドレア,4,暗獄の遣い・ジャスパー,118831010,75JUY
レヴィールの旋風,ネメシス,ゴールドレア,8,コネクトエンジニア,118831020,75JUi
レヴィールの旋風,ネメシス,ゴールドレア,0,狭間の生成,118834010,75KDQ
レヴィールの旋風,ネメシス,レジェンド,2,ストレイホロウ・イルガンノ,118841010,75Lwo
レヴィールの旋風,ネメシス,レジェンド,7,カオスルーラー・アイシィレンドリング,118841020,75Lwy
レヴィールの旋風,ネメシス,レジェンド,4,均衡の刃・シルヴィア,118841030,75Lx6
十天覚醒,ニュートラル,ブロンズレア,3,フラッフィーエンジェル,119011010,75_R2
十天覚醒,ニュートラル,ブロンズレア,2,熟練の探偵,119011020,75_RC
十天覚醒,ニュートラル,ブロンズレア,2,エンジェルメロディー,119014010,7609w
十天覚醒,ニュートラル,シルバーレア,4,蒼烈の志士・オイゲン,119021010,761tI
十天覚醒,ニュートラル,シルバーレア,2,蒼心の少女・イオ,119021020,761tS
十天覚醒,ニュートラル,ゴールドレア,2,小さき赤き竜・ビィ,119031010,764JY
十天覚醒,ニュートラル,ゴールドレア,2,追憶の大天使,119031020,764Ji
十天覚醒,ニュートラル,ゴールドレア,3,オーバーヒートデーモン,119031030,764Js
十天覚醒,ニュートラル,レジェンド,10,始原の竜・バハムート,119041010,766lo
十天覚醒,ニュートラル,レジェンド,5,未来への飛翔,119044010,767Ug
十天覚醒,エルフ,ブロンズレア,2,エルフの呪術者,119111010,76NrY
十天覚醒,エルフ,ブロンズレア,5,深緑のレインディア,119111020,76Nri
十天覚醒,エルフ,ブロンズレア,4,ブロッサムトレント,119111030,76Nrs
十天覚醒,エルフ,ブロンズレア,9,ウィンドフェアリー,119111040,76Ns0
十天覚醒,エルフ,シルバーレア,1,フォレストレンジャー・ウェルダー,119121010,76QHo
十天覚醒,エルフ,シルバーレア,2,気ままな笛奏者・ミムルメモル,119121020,76QHy
十天覚醒,エルフ,シルバーレア,6,大自然の捕食,119124010,76R0g
十天覚醒,エルフ,ゴールドレア,7,原始の悪神,119131010,76Sk2
十天覚醒,エルフ,ゴールドレア,4,アシュトレト,119131020,76SkC
十天覚醒,エルフ,ゴールドレア,2,爪嵐の猫娘・セン,119131030,76SkM
十天覚醒,エルフ,レジェンド,4,魔眼の狩人・ソーン,119141010,76VAI
十天覚醒,エルフ,レジェンド,6,ゼノ・サジタリウス,119141020,76VAS
十天覚醒,エルフ,レジェンド,3,閃光のエルフ・アルバータ,119141030,76VAc
十天覚醒,ロイヤル,ブロンズレア,5,マーシャルファイター,119211010,76mG2
十天覚醒,ロイヤル,ブロンズレア,3,ブレードバンデッド,119211020,76mGC
十天覚醒,ロイヤル,ブロンズレア,8,クラッシュライノ,119211030,76mGM
十天覚醒,ロイヤル,ブロンズレア,4,ストーンマーチャント,119211040,76mGW
十天覚醒,ロイヤル,シルバーレア,2,眠れる輝竜・アーサー,119221010,76oiI
十天覚醒,ロイヤル,シルバーレア,2,眠れる獅子・モルドレッド,119221020,76oiS
十天覚醒,ロイヤル,シルバーレア,2,老練なる教鞭,119224010,76pRA
十天覚醒,ロイヤル,ゴールドレア,2,サムライドリーマー・ミリン,119231010,76r8Y
十天覚醒,ロイヤル,ゴールドレア,7,アックステイカー,119231020,76r8i
十天覚醒,ロイヤル,ゴールドレア,3,アームドバトラー,119231030,76r8s
十天覚醒,ロイヤル,レジェンド,8,刀神・オクトー,119241010,76tao
十天覚醒,ロイヤル,レジェンド,4,天星剣王・シエテ,119241020,76tay
十天覚醒,ロイヤル,レジェンド,7,シュヴァリエ・マグナ,119241030,76tb6
十天覚醒,ウィッチ,ブロンズレア,3,博学の魔導士,119311010,778gY
十天覚醒,ウィッチ,ブロンズレア,5,石英の魔女,119311020,778gi
十天覚醒,ウィッチ,ブロンズレア,8,バイオレンスゴーレム,119311030,778gs
十天覚醒,ウィッチ,ブロンズレア,1,ナイフトリック,119314010,779PQ
十天覚醒,ウィッチ,シルバーレア,2,炎獄の葬送者・エルモート,119321010,77B6o
十天覚醒,ウィッチ,シルバーレア,1,リトルメイガス・アリステラ,119321020,77B6y
十天覚醒,ウィッチ,シルバーレア,2,霊薬の調合,119324010,77Brg
十天覚醒,ウィッチ,ゴールドレア,7,楽隠居の元国王・フォリア,119331010,77DZ2
十天覚醒,ウィッチ,ゴールドレア,2,アストラルダンサー,119331020,77DZC
十天覚醒,ウィッチ,ゴールドレア,2,フォースバリア,119334010,77EHw
十天覚醒,ウィッチ,レジェンド,3,魔導の申し子・フュンフ,119341010,77F_I
十天覚醒,ウィッチ,レジェンド,6,ゼノ・イフリート,119341020,77F_S
十天覚醒,ウィッチ,レジェンド,5,銀灰の星・アレイスター,119341030,77F_c
十天覚醒,ドラゴン,ブロンズレア,4,残影のドラゴニュート,119411010,77X52
十天覚醒,ドラゴン,ブロンズレア,4,ジャイアントバジリスク,119411020,77X5C
十天覚醒,ドラゴン,ブロンズレア,2,シャークウォーリアー,119411030,77X5M
十天覚醒,ドラゴン,ブロンズレア,2,マーメイドアーチャー,119411040,77X5W
十天覚醒,ドラゴン,シルバーレア,6,愛の大殿堂・ファスティバ,119421010,77ZXI
十天覚醒,ドラゴン,シルバーレア,9,古今独歩の大拳豪・ガンダゴウザ,119421020,77ZXS
十天覚醒,ドラゴン,シルバーレア,1,竜の育成,119424010,77aGA
十天覚醒,ドラゴン,ゴールドレア,4,天穿の銃槍騎・ラスティナ,119431010,77bzY
十天覚醒,ドラゴン,ゴールドレア,5,テンペストドラゴン,119431020,77bzi
十天覚醒,ドラゴン,ゴールドレア,7,ガルグイユ,119431030,77bzs
十天覚醒,ドラゴン,レジェンド,4,怪力乱神・サラーサ,119441010,77ePo
十天覚醒,ドラゴン,レジェンド,17,神魚・ディズレスタン,119441020,77ePy
十天覚醒,ドラゴン,レジェンド,4,ティアマト・マグナ,119441030,77eQ6
十天覚醒,ネクロマンサー,ブロンズレア,6,フレンドリーネクロマンサー,119511010,77vVY
十天覚醒,ネクロマンサー,ブロンズレア,3,スカルフィッシュ,119511020,77vVi
十天覚醒,ネクロマンサー,ブロンズレア,2,ウィングゾンビ,119511030,77vVs
十天覚醒,ネクロマンサー,ブロンズレア,2,ソウルガイド,119511040,77vW0
十天覚醒,ネクロマンサー,シルバーレア,1,妖しき薬師・シャオ,119521010,77xxo
十天覚醒,ネクロマンサー,シルバーレア,4,壊妄の狂戦士・ザザ,119521020,77xxy
十天覚醒,ネクロマンサー,シルバーレア,1,アンデッドパレード,119524010,77ygg
十天覚醒,ネクロマンサー,ゴールドレア,7,冥闇の剛刃・バザラガ,119531010,77-O2
十天覚醒,ネクロマンサー,ゴールドレア,3,トライヘッドハウンド,119531020,77-OC
十天覚醒,ネクロマンサー,ゴールドレア,8,ボーンドミネーター,119531030,77-OM
十天覚醒,ネクロマンサー,レジェンド,2,繊細の魔奏者・ニオ,119541010,780qI
十天覚醒,ネクロマンサー,レジェンド,10,死滅の剣皇,119541020,780qS
十天覚醒,ネクロマンサー,レジェンド,6,セレスト・マグナ,119541030,780qc
十天覚醒,ヴァンパイア,ブロンズレア,1,ルージュヴァンパイア,119611010,78Hw2
十天覚醒,ヴァンパイア,ブロンズレア,5,悪魔の狂戦士,119611020,78HwC
十天覚醒,ヴァンパイア,ブロンズレア,2,イビルウルフ,119611030,78HwM
十天覚醒,ヴァンパイア,ブロンズレア,4,インサイトデビル,119611040,78HwW
十天覚醒,ヴァンパイア,シルバーレア,3,壊天災・ハレゼナ,119621010,78KMI
十天覚醒,ヴァンパイア,シルバーレア,2,自由を駆ける漢・スカル,119621020,78KMS
十天覚醒,ヴァンパイア,シルバーレア,3,蝕む殺意,119624010,78L5A
十天覚醒,ヴァンパイア,ゴールドレア,4,グラトニーデーモン,119631010,78MoY
十天覚醒,ヴァンパイア,ゴールドレア,4,煉獄のダークナイト,119631020,78Moi
十天覚醒,ヴァンパイア,ゴールドレア,3,灰白の豹・アイル,119631030,78Mos
十天覚醒,ヴァンパイア,レジェンド,6,神狼・シス,119641010,78PEo
十天覚醒,ヴァンパイア,レジェンド,7,ゼノ・ディアボロス,119641020,78PEy
十天覚醒,ヴァンパイア,レジェンド,4,シェムハザ,119641030,78PF6
十天覚醒,ビショップ,ブロンズレア,2,鐘楼のシスター,119711010,78gKY
十天覚醒,ビショップ,ブロンズレア,7,セイントタイガー,119711020,78gKi
十天覚醒,ビショップ,ブロンズレア,5,ソードアルミラージ,119711030,78gKs
十天覚醒,ビショップ,ブロンズレア,1,詠唱：一角獣の祭壇,119713010,78gpo
十天覚醒,ビショップ,シルバーレア,1,魔物を愛でる闇の聖職者・ウィル,119721010,78imo
十天覚醒,ビショップ,シルバーレア,7,星界の艇人・ノア,119721020,78imy
十天覚醒,ビショップ,シルバーレア,4,浄化の鉄槌,119724010,78jVg
